"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","25","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Jury HTTP API > PATCH /api/jury-matching/assignments/00000000-0000-4000-8000-000000000016/jury — patch assignment jury pair","jury/jury.spec.ts","",""
"","23","wrong_role","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/announcements/templates — announcement templates","student/student.spec.ts","",""
"","24","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/invites/supervisor/00000000-0000-4000-8000-000000000008/details — faculty request details","faculty/faculty.spec.ts","",""
"","23","wrong_role","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/faculty/milestones/00000000-0000-4000-8000-000000000003/evaluations — faculty milestone evaluations list","faculty/faculty.spec.ts","",""
"","5","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/submissions/official/00000000-0000-4000-8000-000000000002 — official submission detail","student/student.spec.ts","",""
"","28","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/submissions/official/00000000-0000-4000-8000-000000000002 — official submission detail","student/student.spec.ts","",""
"","23","happy_path","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > DELETE /api/faculty/announcements/00000000-0000-4000-8000-000000000006 — faculty announcement delete","faculty/faculty.spec.ts","",""
"","32","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/groups/00000000-0000-4000-8000-000000000011 — admin group profile","admin/admin.spec.ts","",""
"","20","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/document-types — document types (any authenticated)","student/student.spec.ts","",""
"","28","auth_missing","","2026-05-11","passed","2026-05-11","Faculty HTTP API > GET /api/faculty/milestones — faculty milestones list","faculty/faculty.spec.ts","",""
"","36","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Admin HTTP API > POST /api/admin/groups/00000000-0000-4000-8000-000000000011/assign-cosupervisor — admin assign cosupervisor","admin/admin.spec.ts","",""
"","35","happy_path","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/faculty — admin list faculty","admin/admin.spec.ts","",""
"","76","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Admin HTTP API > POST /api/admin/groups/00000000-0000-4000-8000-000000000011/assign-supervisor — admin assign supervisor","admin/admin.spec.ts","",""
"","63","should_return_expected_status_when_login_missing_password","","2026-05-11","passed","2026-05-11","Auth Module > POST /auth/login","auth/auth.spec.ts","",""
